ID,Shape_Elongation,Shape_MajorAxisLength,Shape_MaximumDiameter,Shape_MeshSurface,Shape_MinorAxisLength,Shape_Perimeter,Shape_PerimeterSurfaceRatio,Shape_PixelSurface,Shape_Sphericity,Hist_10Percentile,Hist_90Percentile,Hist_Energy,Hist_Entropy,Hist_InterquartileRange,Hist_Kurtosis,Hist_Maximum,Hist_MeanAbsoluteDeviation,Hist_Mean,Hist_Median,Hist_Minimum,Hist_Range,Hist_RobustMeanAbsoluteDeviation,Hist_RootMeanSquared,Hist_Skewness,Hist_TotalEnergy,Hist_Uniformity,Hist_Variance,GLCM_Autocorrelation,GLCM_ClusterProminence,GLCM_ClusterShade,GLCM_ClusterTendency,GLCM_Contrast,GLCM_Correlation,GLCM_DifferenceAverage,GLCM_DifferenceEntropy,GLCM_DifferenceVariance,GLCM_Id,GLCM_Idm,GLCM_Idmn,GLCM_Idn,GLCM_Imc1,GLCM_Imc2,GLCM_InverseVariance,GLCM_JointAverage,GLCM_JointEnergy,GLCM_JointEntropy,GLCM_MCC,GLCM_MaximumProbability,GLCM_SumAverage,GLCM_SumEntropy,GLCM_SumSquares,GLSZM_GrayLevelNonUniformity,GLSZM_GrayLevelNonUniformityNormalized,GLSZM_GrayLevelVariance,GLSZM_HighGrayLevelZoneEmphasis,GLSZM_LargeAreaEmphasis,GLSZM_LargeAreaHighGrayLevelEmphasis,GLSZM_LargeAreaLowGrayLevelEmphasis,GLSZM_LowGrayLevelZoneEmphasis,GLSZM_SizeZoneNonUniformity,GLSZM_SizeZoneNonUniformityNormalized,GLSZM_SmallAreaEmphasis,GLSZM_SmallAreaHighGrayLevelEmphasis,GLSZM_SmallAreaLowGrayLevelEmphasis,GLSZM_ZoneEntropy,GLSZM_ZonePercentage,GLSZM_ZoneVariance
0d8fc33c55f2f6af87ee3bd16614e208_R_CC.nii.gz,0.4723050845862713,30.124686543944783,31.144823004794876,330.5,14.22804262627275,79.35533905932739,0.2401069260494021,331.0,0.8121093531587739,113.0,196.0,8649877.0,6.487212854833368,46.0,2.283775534437898,224.0,25.404751690838893,158.72809667673715,162.0,84.0,140.0,19.45454046639232,161.65568011173227,-0.3239047519997909,8649877.0,0.0128421609879427,937.9502377670884,5754.801475117361,17121882.278473828,-54423.098208585856,2625.735281807385,253.41647466232848,0.8220482283118009,12.468475397962974,4.815929144290461,85.09094214103052,0.1493786691164667,0.0728490003420837,0.9852511143993036,0.9154777062138078,-0.587205251796837,0.9997345260732357,0.0823763487587132,71.83995892392636,0.0019253792398104,9.07870886215744,0.893425808579199,0.0045322655260543,143.6799178478526,7.057937357591888,719.7879391174295,3.876623376623376,0.0125864395344914,800.8196576151122,5480.623376623376,1.25,6995.701298701299,0.0043782892991046,0.0043047248902519,270.35714285714283,0.8777829313543599,0.9502389971139972,5175.791599025974,0.0042888631633313,6.686767357896741,0.9305135951661632,0.0950729465339854
0f19f51df3ae39481f0a88d5b17b8499_R_CC.nii.gz,0.3678259410278797,51.18465629733811,52.08646657242167,716.5,18.827044368756976,135.7401153701778,0.1894488700211832,717.0,0.6990444876327632,176.0,250.0,34233316.0,6.477218767649177,38.0,3.2051779423087225,255.0,23.0473906269148,216.5941422594142,223.0,131.0,124.0,16.26450330458791,218.50677472270985,-0.8855753740715746,34233316.0,0.0132603498615998,832.1881386296926,8847.2228981404,35356247.79308936,-173737.81308537553,3187.009141417016,106.77521915214535,0.934808727662144,7.548764456351757,4.323700521902495,46.736886819214455,0.2431681700209724,0.1592029967905687,0.993660729151467,0.9466986253088256,-0.4892466011867776,0.999045731998688,0.151882744439291,89.87274548174241,0.0015095821145627,9.726900147662098,0.9750720186269332,0.0098530912479223,179.74549096348483,7.302689569351806,823.4460901422892,7.107334525939177,0.0127143730338804,855.762046332417,8318.991055456172,2.309481216457961,23832.20393559929,0.0032006519510529,0.002852782006393,378.84257602862255,0.6777148050601477,0.8498874202168777,6917.385010656153,0.0027809487920019,7.1117510449803465,0.7796373779637378,0.6642963892204646
0fab8097f55f21d4bfa7667250122312_L_CC.nii.gz,0.2972596745532316,81.83309651751449,83.21658488546619,1472.5,24.325679638479556,219.68124086713243,0.1491892977026366,1473.0,0.6192123515713821,149.0,247.0,60603400.0,6.498985521871879,59.0,2.625244021611873,255.0,30.570123734346545,199.40529531568228,202.0,83.0,172.0,22.96636472395471,202.8369733211783,-0.4751400511522922,60603400.0,0.0129744313690788,1380.3659461619402,8469.49262119628,18968865.158041723,-66252.06727964262,2630.1227250729657,232.72327321662016,0.8366649272911063,11.39246871786998,4.870255280770958,93.66550179659356,0.1881860724060475,0.112802037731149,0.9865643628647928,0.9227349805211608,-0.3612415818010681,0.9949578602597392,0.100788125710491,88.7129760881315,0.0010324978977814,10.565422022372346,0.8818872926461147,0.0153751434062607,177.4259521762628,7.405482039124298,715.7114995723963,15.392344497607656,0.0122745968880443,736.4223302020456,8019.425039872408,2.145933014354067,23063.559011164278,0.001378595979041,0.0012362656657222,1000.8947368421052,0.7981616721228909,0.9126796412145952,7258.982964546692,0.0012167225024217,7.011100029616327,0.8513238289205702,0.7661511870149493
014d843f13a9d86fec945664e2541fe6_R_CC.nii.gz,0.4041211691647237,33.622039971045346,34.52535300326414,356.5,13.587378102801916,86.76955262170048,0.2433928544788232,357.0,0.7713781640868395,100.0,157.40000000000003,6045649.0,6.276866545543177,30.0,2.789057488264944,188.0,18.101279727577307,128.16526610644257,127.0,64.0,124.0,12.736613037312338,130.132974439281,-0.0408243625161083,6045649.0,0.0149785404357821,508.2556002793273,5214.433088419913,8950284.155358547,-3473.5994459157087,1786.7739972710197,192.6714067917188,0.8028345948515877,11.108789592843642,4.642215238978,58.83577798432769,0.1716896076386496,0.0961934488765257,0.9886129654129054,0.923303282026488,-0.5398464801721022,0.9993886465867248,0.0893294385890437,69.39210465921511,0.0019873058073022,9.084271932371855,0.8570339728700328,0.0065207131179045,138.7842093184302,6.899124469336107,494.8613510156853,4.422950819672131,0.0145014780972856,539.0379360386993,4814.911475409836,1.5639344262295083,8206.652459016394,0.0048417177148257,0.0046973525104257,226.71147540983603,0.7433163128191347,0.8864526411657558,4117.646994535519,0.004667553332165,6.67175377956703,0.8543417366946778,0.1938833646869121
02c9621d5af7d0485e20c071f605678c_R_CC.nii.gz,0.4029051702177837,24.557329935221706,23.769728648009423,186.5,9.894275197644776,59.7989898732233,0.320638015406023,187.0,0.809562722351587,74.6,109.0,1551104.0,5.439024429207664,13.0,4.206352979454799,134.0,10.05736509479825,90.0427807486631,89.0,48.0,86.0,6.327178632516119,91.0750997627312,0.2681256619199847,1551104.0,0.0279962252280591,186.9714318396294,4535.095626635504,7029923.114129163,22555.53458168562,1333.1009592423477,217.2893661429722,0.7158929751157559,10.924108129007644,4.564695737039668,88.5085699085044,0.1869099661090899,0.1066620973598594,0.9874338580013,0.9256327802634228,-0.5126113442305669,0.9979907836716978,0.0849156137385535,65.23531801545718,0.0042237789314935,8.023367255053433,0.8548855804575912,0.0128521148898141,130.4706360309143,6.299809065377598,387.5975813463299,4.358974358974359,0.0279421433267587,452.5305719921104,4489.666666666667,1.698717948717949,7349.903846153846,0.0071955087083225,0.0069794496287784,112.8846153846154,0.7236193293885601,0.8756232193732194,4026.85385505698,0.0069366047964094,5.851984976395416,0.8342245989304813,0.261793228139382
07a0dbae70b94afb01313eeeeaaef9ac_R_CC.nii.gz,0.3317417959137087,48.14531332994591,47.265209192385896,595.5,15.971812708904478,113.11269837220816,0.1899457571321715,596.0,0.7647763548078217,131.0,229.0,22377319.0,6.403957405902527,53.5,3.0014059195572105,246.0,31.29015584883564,190.01845637583887,201.5,78.0,168.0,22.653693106288767,193.76748243273985,-0.8902368572562286,22377319.0,0.0151963875501103,1438.8234848655468,8400.94111176115,28468472.740386337,-158242.12547638846,3022.552988700158,85.49903207172737,0.944621721420424,7.211496117549148,4.185954167777977,30.139625881935206,0.2309722430437444,0.1425500662854061,0.9948677971747392,0.9483297171449632,-0.5074622291097874,0.9991819707978076,0.1229922789669607,87.55792816472962,0.0017375162233689,9.480937527418524,0.9819718043521805,0.0121791199285442,175.11585632945946,7.169265661025152,777.013005192972,6.059574468085106,0.0128927116342236,872.8145993662291,7969.980851063829,2.2085106382978723,19700.58085106383,0.0199984266703703,0.0028075893636971,323.9148936170213,0.6891806247170665,0.8562760047281325,6721.19685283688,0.0008916811589033,7.1143000555559865,0.7885906040268457,0.6004708012675419
0910d9262da2398810b2f2bc32b77088_L_CC.nii.gz,0.5264687284522356,49.34106994046686,49.16299421312742,999.0,25.97653035203041,139.39696961967022,0.139536506125796,1000.0,0.8037747212296321,158.0,212.0,35951675.0,6.069791519496873,21.0,5.2128229814737095,231.0,16.046362000000002,188.337,192.0,93.0,138.0,10.047077421054611,189.60926928818645,-1.2814947816329514,35951675.0,0.01959,480.849431,8435.738233802587,10939255.889719175,-68923.5443222513,1411.5551406156903,80.71116869216839,0.8903937338582332,6.67222388744718,4.154845386462177,34.462483727379784,0.2433035272348867,0.1535450905230629,0.9951843873152734,0.9522290974338404,-0.3709355252524784,0.9939658963599134,0.1576507515597068,90.01638333284693,0.0014381538257787,9.79057728447717,0.9471590277438562,0.0057865836177483,180.03276666569388,6.89066449825381,373.0665773269646,14.330037082818292,0.0177132720430386,458.7130779961527,8144.735475896168,1.903584672435105,16384.14462299135,0.0018118266492367,0.0017006541856621,573.7045735475896,0.7091527485137078,0.8670980872777624,6936.641380136727,0.0016838554894368,6.83204406121704,0.809,0.3756564361685059
0928a31ce88182b08f89a6aa72354037_L_CC.nii.gz,0.6512878601870564,24.91275125049255,25.96150997149434,314.5,16.225372453305706,72.87005768508877,0.2317012962959897,315.0,0.862712605136538,100.4,180.0,6102543.0,6.386712167071472,45.5,2.283154129122679,209.0,25.08208616780045,135.9079365079365,130.0,76.0,133.0,18.944835882454036,139.18747206897746,0.4220260116500327,6102543.0,0.0143209876543209,902.18517510708,4207.4085158123,22938671.488031454,75741.95611341675,3273.4676289761574,232.19951787504692,0.8683420835647655,11.59185974762854,4.789105255588321,89.772768593825,0.169031113607855,0.0906696328010573,0.9865516176708532,0.921200003701236,-0.5979816249120096,0.9997607281691776,0.08826792537273,58.71133018772022,0.0021315843835971,8.964884548667401,0.9268565894738078,0.0069237083161021,117.42266037544044,7.049488648731627,876.4167867128014,3.985611510791367,0.0143367320532063,819.8608379483466,4207.687050359712,1.435251798561151,6102.280575539568,0.0052141464049323,0.004467450643118,220.3956834532374,0.7927902282490554,0.9111710631494804,3833.1913469224623,0.0042936896168448,6.6355552964812725,0.8825396825396825,0.1513508617566378
1e2b0ce2c5a93c643834c98803e6ac2d_L_CC.nii.gz,0.1733069804252597,134.94022720949656,94.02127418834527,636.0,23.386083315576325,154.8111831820433,0.2434138100346592,637.0,0.5774723040047328,92.0,232.0,17651381.0,6.661453238567325,72.0,2.3079649437840124,254.0,40.72792155142458,158.93720565149135,158.0,47.0,207.0,29.813343239341147,166.46373254951698,-0.0230554659056609,17651381.0,0.0110875892441265,2449.1389140126525,6054.433838892332,24674164.09166544,-1697.6956220612096,3257.345397075668,225.66618638538367,0.868698452868956,11.401912757239138,4.729039378232782,80.18807596093956,0.1909430593099935,0.1164986891502786,0.9868246463650728,0.9224636810967116,-0.5204831730522543,0.9994737294918916,0.1073070817652392,72.77129921917485,0.0012632925499928,9.791536466856822,0.895553432762336,0.0064544979609527,145.5425984383497,7.419767543936399,870.752895865264,6.064935064935065,0.0112521986362431,870.2413732570109,5351.289424860854,1.730983302411874,12154.029684601112,0.0041780603163689,0.0033101195817011,414.9517625231911,0.7698548469818016,0.8986323696145125,4613.325142367553,0.0031030864283542,7.062064694616236,0.8461538461538461,0.3342890875358408
1fe77db1e47d9133c2bc799fc2e3c4ba_L_CC.nii.gz,0.4259806382739682,49.405486476771536,47.07440918375928,807.5,21.045780663611044,122.76955262170056,0.1520365976739326,808.0,0.8205131095080382,133.0,236.0,28064498.0,6.502621629245608,59.0,2.652267186870549,252.0,31.97618493284972,182.1608910891089,180.0,69.0,183.0,23.8131750974946,186.3686926604369,-0.2704423723861037,28064498.0,0.0131972355651406,1550.699361582198,7277.426468196012,22040305.9934465,-46453.76016924976,2868.3683401195176,81.14312846350792,0.9449776560854332,7.007984446928234,4.175181754820457,30.24459412778568,0.2260545093139442,0.1356961462918282,0.9951292323894556,0.949685102887142,-0.4728167862573592,0.9988818067646048,0.1365911611749,81.12025635689409,0.0012292699043691,9.892418355275453,0.955126409786606,0.0044052903786917,162.2405127137882,7.38731755912336,737.3778671457565,8.313253012048193,0.0125199593554942,737.7795307736972,6887.268072289156,1.7590361445783131,13378.798192771084,0.0029155022139376,0.0022575199749684,467.1777108433735,0.7035808898243576,0.864894578313253,5858.591836094377,0.0021003767033864,7.106759760917599,0.8217821782178217,0.2782697053273334
